datetime_utc,co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed
2026-01-04 17:30:00+00:00,2.22,14.8,120.9,0.07629999999999999,17.4,166.0,72.0,90.0,34.8,11.6,298.0,0.3
2026-01-04 17:45:00+00:00,2.215,12.8,125.6,0.07709999999999999,17.8,166.0,72.0,90.0,26.5,11.7,281.0,0.3
2026-01-04 18:00:00+00:00,2.21,10.5,126.9,0.076,23.7,166.0,72.0,90.0,20.2,11.9,295.0,0.3
2026-01-04 19:00:00+00:00,2.13,11.6,107.2,0.0664,36.5,147.0,61.0,88.0,7.6,11.9,286.0,0.4
2026-01-04 19:15:00+00:00,2.11,10.0,103.2,0.063,38.2,145.0,35.0,88.0,7.3,12.0,286.0,0.6
2026-01-04 19:30:00+00:00,2.16,9.1,100.4,0.0608,37.2,145.0,35.0,87.0,10.5,11.9,275.0,0.7
2026-01-04 19:45:00+00:00,2.15,9.8,99.8,0.0611,33.7,145.0,35.0,87.0,19.4,11.8,292.0,0.5
2026-01-04 20:00:00+00:00,2.14,9.2,101.0,0.0611,30.8,145.0,35.0,88.0,23.3,11.7,295.0,0.3
2026-01-04 20:15:00+00:00,2.14,7.3,104.0,0.061200000000000004,30.2,89.0,38.0,88.0,28.0,11.6,300.0,0.3
2026-01-04 20:30:00+00:00,2.21,8.2,104.9,0.0624,27.6,89.0,38.0,88.0,30.1,11.5,277.0,0.3
2026-01-04 20:45:00+00:00,2.28,9.0,104.7,0.063,21.0,89.0,38.0,88.0,32.5,11.3,305.0,0.3
2026-01-04 21:00:00+00:00,2.28,9.8,103.6,0.0631,17.8,89.0,38.0,89.0,31.7,11.1,310.0,0.3
2026-01-04 21:15:00+00:00,2.27,10.6,99.6,0.061700000000000005,15.3,151.0,64.0,90.0,32.0,10.9,318.0,0.3
2026-01-04 21:30:00+00:00,2.21,10.6,97.4,0.060399999999999995,16.3,151.0,64.0,90.0,29.3,11.0,293.0,0.3
2026-01-04 21:45:00+00:00,2.235,12.3,99.3,0.0628,20.2,151.0,64.0,90.0,22.0,11.2,285.0,0.3
2026-01-04 22:00:00+00:00,2.26,11.6,100.8,0.063,25.3,151.0,64.0,90.0,14.7,11.4,272.0,0.3
2026-01-04 22:15:00+00:00,2.27,9.1,102.6,0.062,27.0,183.0,86.0,90.0,9.7,11.5,286.0,0.3
2026-01-04 22:30:00+00:00,2.29,8.2,104.5,0.062299999999999994,25.1,183.0,86.0,89.0,7.9,11.5,266.0,0.5
2026-01-04 22:45:00+00:00,2.3,9.8,109.4,0.06620000000000001,25.1,183.0,86.0,88.0,9.2,11.5,243.0,0.4
2026-01-04 23:00:00+00:00,2.29,9.2,111.1,0.06659999999999999,26.7,183.0,86.0,88.0,8.4,11.5,262.0,0.5
2026-01-04 23:15:00+00:00,2.29,11.8,108.3,0.06720000000000001,25.9,254.0,113.0,88.0,8.9,11.5,263.0,0.4
2026-01-04 23:30:00+00:00,2.34,9.0,108.7,0.06509999999999999,29.0,254.0,113.0,88.0,12.3,11.5,275.0,0.6
2026-01-04 23:45:00+00:00,2.34,8.0,103.6,0.0616,34.9,254.0,113.0,88.0,19.1,11.4,270.0,0.5
2026-01-05 00:00:00+00:00,2.4,8.4,96.8,0.0582,37.0,254.0,113.0,88.0,25.4,11.5,267.0,0.4
2026-01-05 00:15:00+00:00,2.47,12.2,87.4,0.0564,37.4,122.0,69.0,87.0,28.8,11.5,284.0,0.4
2026-01-05 00:30:00+00:00,2.47,9.5,91.0,0.056100000000000004,37.8,122.0,69.0,87.0,30.7,11.5,261.0,0.4
2026-01-05 00:45:00+00:00,2.47,5.9,91.0,0.053200000000000004,42.5,122.0,69.0,87.0,32.8,11.4,251.0,0.3
2026-01-05 01:00:00+00:00,2.46,10.0,82.3,0.0519,42.7,122.0,69.0,87.0,32.5,11.4,244.0,0.4
2026-01-05 01:15:00+00:00,2.42,9.7,82.2,0.0515,42.3,140.0,47.0,87.0,32.5,11.4,276.0,0.4
2026-01-05 01:30:00+00:00,2.37,9.1,83.3,0.0517,41.6,140.0,47.0,87.0,31.7,11.4,257.0,0.5
2026-01-05 01:45:00+00:00,2.36,10.0,85.2,0.053399999999999996,39.6,140.0,47.0,87.0,22.8,11.4,260.0,0.3
2026-01-05 02:00:00+00:00,2.35,9.1,89.1,0.054799999999999995,37.8,140.0,47.0,87.0,16.5,11.5,282.0,0.3
2026-01-05 02:15:00+00:00,2.37,9.5,92.5,0.0569,33.1,156.0,57.0,87.0,13.4,11.6,251.0,0.5
2026-01-05 02:30:00+00:00,2.38,8.5,99.8,0.0599,32.7,156.0,57.0,86.0,12.1,11.6,286.0,0.4
2026-01-05 02:45:00+00:00,2.35,8.2,102.8,0.0613,33.5,156.0,57.0,86.0,11.3,11.7,260.0,0.3
2026-01-05 03:00:00+00:00,2.35,10.3,103.2,0.0633,34.1,156.0,57.0,86.0,9.2,11.8,265.0,0.5
2026-01-05 03:15:00+00:00,2.37,11.2,103.0,0.0638,32.5,191.0,69.0,85.0,8.4,12.0,228.0,0.4
2026-01-05 03:30:00+00:00,2.44,10.5,104.0,0.0639,31.8,191.0,69.0,84.0,11.3,12.0,246.0,0.3
2026-01-05 03:45:00+00:00,2.47,10.9,104.5,0.0644,32.9,191.0,69.0,84.0,17.8,12.2,248.0,0.3
2026-01-05 04:00:00+00:00,2.48,11.1,107.5,0.06620000000000001,33.3,191.0,69.0,83.0,23.6,12.3,214.0,0.3
2026-01-05 04:15:00+00:00,2.52,10.8,110.4,0.0676,36.3,153.0,79.0,82.0,27.8,12.6,250.0,0.3
2026-01-05 04:30:00+00:00,2.54,11.7,113.7,0.07,36.8,153.0,79.0,80.0,30.4,12.7,235.0,0.3
2026-01-05 04:45:00+00:00,2.55,11.7,115.8,0.0711,39.4,153.0,79.0,79.0,32.8,12.9,243.0,0.5
2026-01-05 05:00:00+00:00,2.59,10.9,115.6,0.0704,43.1,153.0,79.0,78.0,32.8,13.0,236.0,0.8
2026-01-05 05:15:00+00:00,2.59,10.6,115.4,0.0699,46.8,195.0,74.0,76.0,33.3,13.3,247.0,0.4
2026-01-05 05:30:00+00:00,2.52,11.1,114.1,0.0697,50.8,195.0,74.0,74.0,31.4,13.5,241.0,0.8
2026-01-05 05:45:00+00:00,2.52,10.9,113.9,0.0695,51.4,195.0,74.0,73.0,25.4,13.5,282.0,0.5
2026-01-05 06:00:00+00:00,2.51,8.6,117.5,0.0695,53.5,195.0,74.0,72.0,17.6,13.7,228.0,0.6
2026-01-05 06:15:00+00:00,2.51,8.9,116.6,0.0692,56.4,215.0,78.0,70.0,12.3,13.9,211.0,0.6
2026-01-05 06:30:00+00:00,2.5,7.3,116.0,0.0677,58.8,215.0,78.0,70.0,11.0,14.0,238.0,0.5
2026-01-05 06:45:00+00:00,2.48,9.0,113.6,0.0677,62.5,215.0,78.0,67.0,9.2,14.4,241.0,0.3
2026-01-05 07:00:00+00:00,2.48,10.0,114.7,0.0691,66.2,215.0,78.0,66.0,10.0,14.5,222.0,0.7
2026-01-05 07:15:00+00:00,2.48,8.5,116.7,0.0689,69.0,237.0,86.0,64.0,8.9,14.7,237.0,0.6
2026-01-05 07:30:00+00:00,2.55,9.7,114.5,0.0687,72.3,237.0,86.0,63.0,10.7,14.8,230.0,0.4
2026-01-05 07:45:00+00:00,2.56,7.1,120.3,0.0698,74.1,237.0,86.0,62.0,19.1,15.1,246.0,0.7
2026-01-05 08:00:00+00:00,2.58,5.9,123.1,0.0703,77.0,237.0,86.0,61.0,27.5,15.1,227.0,0.4
2026-01-05 08:45:00+00:00,2.58,7.6,119.9,0.07,88.2,130.0,52.0,62.0,34.6,15.1,235.0,0.9
2026-01-05 09:00:00+00:00,2.58,7.1,120.7,0.07,91.5,130.0,52.0,62.0,32.0,15.1,252.0,0.5
2026-01-05 09:15:00+00:00,2.59,7.6,124.1,0.0722,91.9,223.0,81.0,62.0,31.4,15.2,220.0,0.8
2026-01-05 09:30:00+00:00,2.55,7.9,124.1,0.0724,88.8,223.0,81.0,63.0,29.9,15.1,216.0,0.8
2026-01-05 09:45:00+00:00,2.52,7.4,123.0,0.0714,86.8,223.0,81.0,63.0,23.6,14.9,226.0,0.9
2026-01-05 10:00:00+00:00,2.5,7.4,122.6,0.0712,85.8,223.0,81.0,64.0,17.8,14.9,257.0,0.6
2026-01-05 10:15:00+00:00,2.5,7.3,123.7,0.0717,81.7,261.0,89.0,65.0,11.8,14.8,241.0,0.5
2026-01-05 10:30:00+00:00,2.47,8.6,123.3,0.0726,78.6,261.0,89.0,65.0,11.5,14.7,254.0,0.6
2026-01-05 10:45:00+00:00,2.46,9.0,124.3,0.0734,74.3,261.0,89.0,68.0,9.4,14.4,265.0,0.3
2026-01-05 11:00:00+00:00,2.46,8.1,126.5,0.07390000000000001,71.7,261.0,89.0,69.0,8.6,14.3,236.0,0.3
2026-01-05 11:15:00+00:00,2.46,9.0,128.0,0.07540000000000001,67.0,230.0,111.0,71.0,8.4,14.0,247.0,0.3
2026-01-05 11:30:00+00:00,2.53,7.7,130.1,0.0755,61.2,230.0,111.0,72.0,10.5,13.7,238.0,0.3
2026-01-05 11:45:00+00:00,2.54,7.0,134.0,0.077,62.5,230.0,111.0,74.0,18.1,13.4,299.0,0.3
2026-01-05 12:00:00+00:00,2.54,7.9,133.3,0.0773,54.3,230.0,111.0,76.0,27.2,13.1,220.0,0.3
2026-01-05 12:15:00+00:00,2.56,7.0,136.1,0.07809999999999999,43.1,150.0,51.0,78.0,31.7,12.8,281.0,0.3
2026-01-05 12:30:00+00:00,2.61,6.6,139.5,0.07970000000000001,34.5,150.0,51.0,80.0,32.0,12.5,254.0,0.3
2026-01-05 12:45:00+00:00,2.66,8.0,137.4,0.07959999999999999,25.7,150.0,51.0,82.0,33.5,12.2,301.0,0.3
2026-01-05 13:00:00+00:00,2.7,7.7,135.4,0.07840000000000001,21.6,150.0,51.0,83.0,33.3,12.1,289.0,0.3
2026-01-05 13:15:00+00:00,2.75,8.9,132.9,0.07790000000000001,18.2,215.0,94.0,84.0,30.9,12.0,304.0,0.3
2026-01-05 13:30:00+00:00,2.75,12.4,130.8,0.0798,16.3,215.0,94.0,85.0,31.4,12.0,257.0,0.3
2026-01-05 13:45:00+00:00,2.79,9.7,133.9,0.07909999999999999,13.1,215.0,94.0,86.0,25.4,12.0,178.0,0.3
2026-01-05 14:00:00+00:00,2.9,11.4,136.5,0.0819,11.8,215.0,94.0,87.0,17.6,11.9,300.0,0.3
2026-01-05 14:15:00+00:00,2.95,14.1,139.1,0.0855,12.0,245.0,128.0,88.0,13.6,11.9,108.0,0.3
2026-01-05 14:30:00+00:00,3.01,15.7,142.3,0.0885,12.2,245.0,128.0,88.0,10.0,11.9,123.0,0.3
2026-01-05 14:45:00+00:00,3.02,18.4,143.6,0.0915,11.2,245.0,128.0,88.0,10.7,11.8,281.0,0.3
2026-01-05 15:00:00+00:00,3.03,19.9,142.3,0.09190000000000001,11.2,245.0,128.0,89.0,10.7,11.7,276.0,0.3
2026-01-05 15:15:00+00:00,3.06,21.4,140.1,0.09190000000000001,11.6,280.0,130.0,89.0,9.4,11.6,232.0,0.3
2026-01-05 15:30:00+00:00,3.21,31.4,129.0,0.0942,12.2,280.0,130.0,90.0,12.6,11.6,240.0,0.3
2026-01-05 15:45:00+00:00,3.29,47.1,117.1,0.1005,12.5,280.0,130.0,90.0,18.3,11.5,316.0,0.3
2026-01-05 16:00:00+00:00,3.37,49.8,120.1,0.1044,12.5,280.0,130.0,90.0,25.2,11.4,313.0,0.3
2026-01-05 16:15:00+00:00,3.47,54.7,117.7,0.1071,12.2,206.0,140.0,90.0,31.4,11.3,312.0,0.3
2026-01-05 16:30:00+00:00,3.56,63.0,114.9,0.1123,12.5,206.0,140.0,91.0,32.5,11.3,298.0,0.3
2026-01-05 16:45:00+00:00,3.62,69.2,113.2,0.1165,13.7,206.0,140.0,92.0,34.1,11.5,290.0,0.3
2026-01-05 17:00:00+00:00,3.65,67.7,117.7,0.1176,14.5,206.0,140.0,92.0,36.2,11.8,276.0,0.3
2026-01-05 17:15:00+00:00,3.6,55.8,129.0,0.114,14.1,285.0,158.0,92.0,35.9,11.7,204.0,0.3
2026-01-05 17:30:00+00:00,3.41,36.0,144.4,0.106,13.9,285.0,158.0,92.0,35.4,11.7,265.0,0.3
2026-01-05 18:00:00+00:00,3.14,22.9,132.2,0.0889,12.0,285.0,158.0,92.0,19.7,11.7,292.0,0.3
2026-01-05 19:00:00+00:00,1.98,15.9,118.6,0.076,12.5,234.0,134.0,93.0,8.6,11.7,294.0,0.3
2026-01-05 19:15:00+00:00,1.9,15.0,118.3,0.0751,12.2,237.0,103.0,93.0,8.4,11.6,284.0,0.3
2026-01-05 19:30:00+00:00,1.9,14.9,115.2,0.0734,13.1,237.0,103.0,94.0,7.6,11.7,276.0,0.3
2026-01-05 19:45:00+00:00,1.87,12.9,122.4,0.0756,18.0,237.0,103.0,93.0,14.4,11.9,270.0,0.3
2026-01-05 20:00:00+00:00,1.82,11.1,130.3,0.0783,18.0,237.0,103.0,93.0,22.3,11.9,288.0,0.3
2026-01-05 20:15:00+00:00,1.77,12.9,127.8,0.0785,18.0,143.0,77.0,93.0,27.0,11.9,264.0,0.3
2026-01-05 20:30:00+00:00,1.75,12.4,127.8,0.07809999999999999,18.6,143.0,77.0,93.0,28.8,11.9,271.0,0.3
2026-01-05 20:45:00+00:00,1.73,9.7,129.9,0.077,17.8,143.0,77.0,93.0,30.9,11.8,249.0,0.3
2026-01-05 21:00:00+00:00,1.71,10.2,129.2,0.077,17.8,143.0,77.0,93.0,33.0,11.8,261.0,0.3
2026-01-05 21:15:00+00:00,1.69,9.7,128.8,0.07640000000000001,17.2,215.0,101.0,93.0,33.8,11.8,284.0,0.3
2026-01-05 21:30:00+00:00,1.61,13.2,123.9,0.07659999999999999,15.9,215.0,101.0,93.0,32.2,11.6,291.0,0.3
2026-01-05 21:45:00+00:00,1.58,12.7,118.8,0.0735,14.5,215.0,101.0,94.0,24.9,11.6,280.0,0.3
2026-01-05 22:00:00+00:00,1.57,12.4,119.0,0.0734,14.7,215.0,101.0,94.0,16.8,11.6,272.0,0.3
2026-01-05 22:15:00+00:00,1.53,12.2,119.9,0.0737,14.7,204.0,105.0,94.0,11.0,11.6,282.0,0.3
2026-01-05 22:30:00+00:00,1.52,12.3,118.1,0.0729,15.5,204.0,105.0,94.0,9.4,11.6,274.0,0.3
2026-01-05 22:45:00+00:00,1.5,11.3,120.3,0.0732,15.7,204.0,105.0,94.0,8.4,11.6,282.0,0.3
2026-01-05 23:00:00+00:00,1.48,13.8,123.1,0.0767,13.5,204.0,105.0,94.0,8.6,11.6,277.0,0.3
2026-01-05 23:15:00+00:00,1.5,13.8,126.9,0.0787,13.7,239.0,105.0,94.0,8.1,11.5,262.0,0.3
2026-01-05 23:30:00+00:00,1.53,12.1,126.1,0.07690000000000001,15.7,239.0,105.0,94.0,8.6,11.4,256.0,0.3
2026-01-05 23:45:00+00:00,1.56,10.8,124.5,0.075,18.2,239.0,105.0,94.0,13.4,11.4,256.0,0.3
2026-01-06 00:00:00+00:00,1.56,10.1,123.7,0.074,15.9,239.0,105.0,94.0,22.0,11.4,265.0,0.3
2026-01-06 00:15:00+00:00,1.56,11.4,115.8,0.0709,13.5,152.0,86.0,94.0,27.2,11.2,287.0,0.3
2026-01-06 00:30:00+00:00,1.57,12.8,112.0,0.07,13.5,152.0,86.0,94.0,30.7,11.2,267.0,0.3
2026-01-06 00:45:00+00:00,1.57,13.2,109.4,0.0689,12.0,152.0,86.0,94.0,32.2,11.1,282.0,0.3
2026-01-06 01:00:00+00:00,1.57,14.5,104.7,0.0675,11.4,152.0,86.0,94.0,33.0,11.0,259.0,0.3
2026-01-06 01:15:00+00:00,1.58,15.0,102.5,0.06670000000000001,11.2,210.0,110.0,94.0,32.0,11.0,231.0,0.3
2026-01-06 01:30:00+00:00,1.52,15.6,103.8,0.0679,10.8,210.0,110.0,94.0,31.4,11.0,264.0,0.3
2026-01-06 01:45:00+00:00,1.5,20.2,100.8,0.07,10.0,210.0,110.0,94.0,28.6,11.0,256.0,0.3
2026-01-06 02:00:00+00:00,1.51,23.5,101.5,0.0731,10.0,210.0,110.0,95.0,20.2,11.0,259.0,0.3
2026-01-06 02:15:00+00:00,1.51,25.6,106.6,0.0775,10.4,219.0,118.0,95.0,12.6,11.2,208.0,0.3
2026-01-06 02:30:00+00:00,1.53,30.0,112.6,0.0843,11.0,219.0,118.0,95.0,10.0,11.3,240.0,0.3
2026-01-06 02:45:00+00:00,1.5,31.9,120.1,0.0897,12.2,219.0,118.0,95.0,9.7,11.5,214.0,0.3
2026-01-06 03:00:00+00:00,1.52,32.6,126.3,0.0937,13.1,219.0,118.0,94.0,8.9,11.7,264.0,0.3
2026-01-06 03:15:00+00:00,1.57,33.1,132.7,0.09759999999999999,13.5,277.0,125.0,94.0,8.9,11.8,253.0,0.3
2026-01-06 03:30:00+00:00,1.64,34.3,136.5,0.1005,15.3,277.0,125.0,93.0,9.2,11.7,240.0,0.3
2026-01-06 03:45:00+00:00,1.65,31.9,139.7,0.1002,15.7,277.0,125.0,93.0,16.5,11.9,249.0,0.3
2026-01-06 04:00:00+00:00,1.65,28.8,140.8,0.0983,16.7,277.0,125.0,92.0,23.6,12.0,238.0,0.4
2026-01-06 04:15:00+00:00,1.67,26.9,141.4,0.09709999999999999,17.6,218.0,136.0,92.0,28.3,12.0,240.0,0.5
2026-01-06 04:30:00+00:00,1.71,25.3,146.1,0.0983,17.2,218.0,136.0,92.0,32.5,12.0,225.0,0.6
2026-01-06 04:45:00+00:00,1.71,21.5,146.8,0.09559999999999999,22.0,218.0,136.0,92.0,32.8,12.1,232.0,0.4
2026-01-06 05:00:00+00:00,1.67,18.4,143.3,0.0912,22.9,218.0,136.0,91.0,33.5,12.2,240.0,0.5
2026-01-06 05:15:00+00:00,1.67,17.5,140.6,0.0889,22.7,251.0,135.0,91.0,35.4,12.3,276.0,0.4
2026-01-06 05:45:00+00:00,1.65,19.4,145.5,0.0932,21.0,251.0,135.0,90.0,29.9,12.6,265.0,0.5
2026-01-06 06:00:00+00:00,1.67,23.0,148.9,0.0979,20.6,251.0,135.0,89.0,22.5,12.8,215.0,0.6
2026-01-06 06:15:00+00:00,1.69,23.6,152.7,0.1004,23.1,305.0,184.0,88.0,14.1,12.9,232.0,0.8
2026-01-06 06:30:00+00:00,1.69,21.9,157.4,0.1016,26.5,305.0,184.0,86.0,13.4,13.2,246.0,0.7
2026-01-06 06:45:00+00:00,1.68,18.9,157.5,0.0993,29.2,305.0,184.0,84.0,12.6,13.4,232.0,0.8
2026-01-06 07:00:00+00:00,1.66,16.5,159.0,0.098,34.1,305.0,184.0,83.0,10.7,13.5,234.0,1.1
2026-01-06 07:15:00+00:00,1.65,14.0,160.4,0.09670000000000001,36.3,337.0,178.0,81.0,10.7,13.8,236.0,0.8
2026-01-06 07:30:00+00:00,1.67,12.8,159.0,0.095,34.5,337.0,178.0,80.0,11.5,13.9,236.0,1.0
2026-01-06 07:45:00+00:00,1.72,12.2,160.6,0.0953,37.0,337.0,178.0,79.0,18.6,13.9,237.0,0.9
2026-01-06 08:00:00+00:00,1.73,12.4,167.3,0.0991,36.3,337.0,178.0,78.0,26.2,13.8,255.0,1.1
2026-01-06 08:15:00+00:00,1.73,12.3,169.8,0.1004,35.9,248.0,161.0,78.0,31.7,13.8,231.0,0.8
2026-01-06 08:30:00+00:00,1.69,13.0,168.6,0.1003,34.9,248.0,161.0,78.0,30.7,13.8,239.0,1.0
2026-01-06 08:45:00+00:00,1.68,12.7,163.7,0.0975,32.5,248.0,161.0,77.0,31.7,13.8,264.0,0.8
2026-01-06 09:00:00+00:00,1.67,13.5,158.5,0.0953,32.1,248.0,161.0,77.0,33.8,13.6,234.0,0.9
2026-01-06 09:15:00+00:00,1.65,14.1,151.3,0.09190000000000001,31.2,267.0,166.0,77.0,33.5,13.6,243.0,0.6
2026-01-06 09:30:00+00:00,1.63,11.3,149.5,0.0888,32.9,267.0,166.0,77.0,32.0,13.7,242.0,0.7
2026-01-06 09:45:00+00:00,1.61,11.9,147.4,0.0881,31.6,267.0,166.0,77.0,27.0,13.6,254.0,0.7
2026-01-06 10:00:00+00:00,1.61,13.4,146.3,0.0887,31.2,267.0,166.0,77.0,18.3,13.6,258.0,0.5
2026-01-06 10:15:00+00:00,1.59,13.4,145.3,0.0882,31.6,287.0,161.0,77.0,13.1,13.4,258.0,0.7
2026-01-06 10:30:00+00:00,1.57,12.8,142.5,0.0862,33.9,287.0,161.0,78.0,12.6,13.3,271.0,0.6
2026-01-06 10:45:00+00:00,1.52,12.4,139.9,0.0845,31.8,287.0,161.0,78.0,12.1,13.1,246.0,0.5
2026-01-06 11:00:00+00:00,1.5,12.5,139.3,0.0843,29.6,287.0,161.0,80.0,13.1,12.9,266.0,0.4
2026-01-06 11:15:00+00:00,1.48,11.6,140.6,0.0842,26.7,261.0,139.0,81.0,11.0,12.7,258.0,0.3
2026-01-06 11:45:00+00:00,1.57,10.2,144.8,0.0853,19.8,261.0,139.0,83.0,15.2,12.2,270.0,0.3
2026-01-06 12:00:00+00:00,1.57,10.0,144.0,0.0846,19.4,261.0,139.0,84.0,23.8,12.0,280.0,0.3
2026-01-06 12:15:00+00:00,1.57,10.1,142.9,0.0842,17.1,183.0,97.0,86.0,29.1,11.9,283.0,0.3
2026-01-06 12:30:00+00:00,1.61,10.9,142.5,0.0847,14.3,183.0,97.0,87.0,30.9,11.7,259.0,0.3
2026-01-06 12:45:00+00:00,1.63,12.7,143.4,0.0867,16.1,183.0,97.0,87.0,32.8,11.7,239.0,0.3
2026-01-06 13:00:00+00:00,1.65,13.7,140.8,0.086,16.7,183.0,97.0,88.0,32.2,11.6,234.0,0.3
2026-01-06 13:30:00+00:00,1.58,12.5,135.5,0.0823,15.3,239.0,127.0,89.0,33.8,11.6,230.0,0.3
2026-01-06 13:45:00+00:00,1.51,11.8,134.8,0.0813,12.9,239.0,127.0,89.0,28.8,11.5,279.0,0.3
2026-01-06 14:00:00+00:00,1.55,13.3,134.6,0.0824,12.9,239.0,127.0,90.0,23.1,11.5,251.0,0.3
2026-01-06 14:15:00+00:00,1.58,15.0,135.9,0.0845,14.1,243.0,128.0,90.0,16.0,11.5,242.0,0.3
2026-01-06 14:30:00+00:00,1.57,15.1,138.9,0.0862,13.3,243.0,128.0,90.0,11.0,11.4,230.0,0.3
2026-01-06 14:45:00+00:00,1.56,15.7,139.7,0.0871,13.5,243.0,128.0,91.0,10.7,11.4,229.0,0.3
2026-01-06 15:00:00+00:00,1.56,13.7,139.7,0.0854,15.1,243.0,128.0,91.0,10.7,11.4,224.0,0.3
2026-01-06 15:15:00+00:00,1.52,12.7,136.9,0.0831,15.1,267.0,118.0,91.0,8.9,11.4,225.0,0.3
2026-01-06 15:30:00+00:00,1.53,11.8,135.2,0.08159999999999999,15.1,267.0,118.0,91.0,9.7,11.3,261.0,0.3
2026-01-06 15:45:00+00:00,1.58,13.9,131.8,0.0813,14.3,267.0,118.0,92.0,13.4,11.3,273.0,0.3
2026-01-06 16:00:00+00:00,1.58,15.4,130.3,0.08170000000000001,12.7,267.0,118.0,92.0,21.2,11.3,294.0,0.3
2026-01-06 16:15:00+00:00,1.59,16.2,135.4,0.0852,12.7,196.0,113.0,92.0,27.8,11.3,292.0,0.3
2026-01-06 16:30:00+00:00,1.58,12.3,138.7,0.0838,18.2,196.0,113.0,92.0,30.1,11.4,256.0,0.4
2026-01-06 16:45:00+00:00,1.49,10.9,129.7,0.07790000000000001,21.2,196.0,113.0,92.0,33.0,11.4,275.0,0.3
2026-01-06 17:00:00+00:00,1.45,9.8,123.5,0.0737,17.8,196.0,113.0,92.0,33.3,11.4,280.0,0.3
2026-01-06 17:15:00+00:00,1.48,10.5,124.3,0.0746,15.9,224.0,106.0,92.0,34.3,11.4,266.0,0.3
2026-01-06 17:30:00+00:00,1.47,11.7,127.1,0.07709999999999999,18.8,224.0,106.0,92.0,35.4,11.5,280.0,0.3
2026-01-06 17:45:00+00:00,1.39,12.1,129.9,0.07890000000000001,21.0,224.0,106.0,92.0,31.7,11.4,232.0,0.3
2026-01-06 18:00:00+00:00,1.37,11.7,126.7,0.07690000000000001,19.8,224.0,106.0,92.0,27.2,11.4,279.0,0.3
2026-01-06 19:00:00+00:00,2.22,9.3,110.4,0.0663,23.9,226.0,111.0,92.0,15.5,11.4,269.0,0.3
2026-01-06 19:15:00+00:00,2.19,7.9,110.0,0.0649,23.9,193.0,90.0,92.0,15.5,11.4,245.0,0.4
2026-01-06 19:45:00+00:00,2.14,8.0,107.5,0.0637,24.1,193.0,90.0,92.0,16.8,11.4,258.0,0.4
2026-01-06 20:00:00+00:00,2.06,11.2,103.4,0.06409999999999999,25.7,193.0,90.0,92.0,12.3,11.3,250.0,0.3
2026-01-06 20:15:00+00:00,2.135,13.7,102.3,0.0655,25.7,183.0,83.0,91.0,5.2,11.3,268.0,0.3
2026-01-06 20:30:00+00:00,2.21,7.6,109.2,0.0643,25.5,183.0,83.0,91.0,4.7125,11.3,235.0,0.3
2026-01-06 21:00:00+00:00,2.27,9.6,107.5,0.065,27.6,183.0,83.0,91.0,3.7375,11.3,237.0,0.3
2026-01-06 21:15:00+00:00,2.44,12.2,103.4,0.065,28.2,212.0,85.0,91.0,3.25,11.3,242.0,0.3
2026-01-06 21:30:00+00:00,2.47,12.9,103.2,0.0654,28.0,212.0,85.0,91.0,2.7624999999999997,11.3,249.0,0.3
2026-01-06 21:45:00+00:00,2.46,11.8,103.0,0.0644,29.6,212.0,85.0,91.0,2.2749999999999995,11.3,229.0,0.3
2026-01-06 22:00:00+00:00,2.5,10.8,100.4,0.062299999999999994,29.2,212.0,85.0,91.0,1.7874999999999996,11.3,242.0,0.3
2026-01-06 22:15:00+00:00,2.5,8.2,102.1,0.0611,28.6,146.0,67.0,92.0,1.3,11.3,235.0,0.3
2026-01-06 22:30:00+00:00,2.48,8.6,101.1,0.0608,28.6,146.0,67.0,91.0,8.4,11.4,239.0,0.3
2026-01-06 22:45:00+00:00,2.48,7.3,100.4,0.0593,29.8,146.0,67.0,91.0,14.1,11.3,241.0,0.6
2026-01-06 23:00:00+00:00,2.47,6.9,98.9,0.0581,31.0,146.0,67.0,91.0,17.0,11.3,261.0,0.3
2026-01-06 23:15:00+00:00,2.375,8.0,92.9,0.0559,31.2,166.0,61.0,91.0,17.3,11.3,293.0,0.3
2026-01-06 23:30:00+00:00,2.28,8.0,93.2,0.0562,30.2,166.0,61.0,91.0,17.0,11.3,250.0,0.3
2026-01-06 23:45:00+00:00,2.26,8.2,94.9,0.0573,30.2,166.0,61.0,91.0,17.0,11.3,246.0,0.3
2026-01-07 00:00:00+00:00,2.2,8.5,94.9,0.0574,28.0,166.0,61.0,91.0,14.7,11.3,247.0,0.3
2026-01-07 00:15:00+00:00,2.19,7.0,96.8,0.0572,27.4,184.0,78.0,91.0,5.5,11.3,246.0,0.3
2026-01-07 00:30:00+00:00,2.21,9.7,94.4,0.0582,28.6,184.0,78.0,91.0,4.875,11.3,251.0,0.4
2026-01-07 00:45:00+00:00,2.2,11.7,94.4,0.0596,28.6,184.0,78.0,91.0,4.25,11.3,261.0,0.3
2026-01-07 01:00:00+00:00,2.2,10.6,97.0,0.060200000000000004,30.4,184.0,78.0,91.0,3.625,11.2,268.0,0.5
2026-01-07 01:15:00+00:00,2.16,10.6,99.5,0.0615,29.2,204.0,75.0,91.0,3.0,11.2,278.0,0.3
2026-01-07 01:30:00+00:00,2.16,10.7,101.9,0.0629,29.2,204.0,75.0,91.0,2.375,11.1,274.0,0.3
